"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2020","UNIV OF IL AT URBANA CHAMPAIGN","13","0","9","0","61","0511","IL","CHICAGO","60607"
"2020","MACOUPIN COUNTY PUBLIC HEALTH DEPT","1","0","0","0","92","1351","IL","CARLINVILLE","62626"
"2020","SOUTHERN ILLINOIS UNIV CARBONDALE","1","0","1","0","61","5961","IL","CARBONDALE","62901"
"2020","SOUTHERN ILLINOIS UNIV CARBONDALE","2","0","0","0","61","5961","IL","SPRINGFIELD","62794"
"2020","UNIV OF ILLINOIS FOUNDATION","0","0","1","0","61","6007","IL","URBANA","61801"
"2020","ILLINOIS STATE UNIVERSITY","2","0","1","0","61","4070","IL","NORMAL","61790"
"2020","UNISYS CORPORATION","0","0","3","0","54","7840","PA","BLUE BELL","19422"
"2020","CONSUMERS ENERGY COMPANY","0","0","5","0","22","2310","MI","JACKSON","49201"
"2020","THYSSENKRUPP MATERIALS NA INC","2","0","1","0","33","5860","MI","SOUTHFIELD","48033"
"2020","DTE ELETRIC COMPANY","0","0","2","0","22","8650","MI","DETROIT","48226"
"2020","DOW SILICONES CORPORATION","1","0","0","0","32","5575","MI","MIDLAND","48674"
"2020","NORTHWESTERN MUTUAL LIFE INSURANCE","1","0","0","0","99","9570","WI","MILWAUKEE","53202"
"2020","FORD MOTOR COMPANY","6","0","82","2","33","9190","MI","DEARBORN","48126"
"2020","FREMONT INSURANCE COMPANY","0","0","1","0","52","8390","MI","FREMONT","49412"
"2020","METROPOLITAN HOSP D/B/A METRO HLTH","1","0","0","0","62","3405","MI","WYOMING","49519"
"2020","LA Z BOY INCORPORATED","0","0","3","0","33","1137","MI","MONROE","48162"
"2020","STEELCASE INC","0","0","1","0","33","9050","MI","GRAND RAPIDS","49508"
"2020","MIDMICHIGAN MEDICAL CENTER MIDLAND","0","0","1","0","62","3014","MI","MIDLAND","48670"
"2020","MILLER DAVIS COMPANY","1","0","0","0","99","6830","MI","KALAMAZOO","49001"
"2020","L PERRIGO COMPANY DBA PERRIGO CO","0","0","1","0","32","0980","MI","ALLEGAN","49010"
"2020","SPX CORPORATION","0","0","3","0","33","6240","NC","CHARLOTTE","28277"
"2020","JERVIS B WEBB COMPANY","1","0","0","0","33","3970","MI","NOVI","48377"
"2020","WOLVERINE WORLD WIDE INC","0","0","1","0","31","5150","MI","ROCKFORD","49351"
"2020","STRYKER CORPORATION","1","0","11","0","33","9739","MI","PORTAGE","49002"
"2020","STRYKER CORPORATION","0","0","10","0","33","9739","NJ","MAHWAH","07430"
"2020","BRASSCRAFT MANUFACTURING COMPANY","0","0","1","0","33","5557","MI","NOVI","48375"
"2020","THE DOW CHEMICAL COMPANY","12","1","4","0","54","5128","MI","MIDLAND","48674"
"2020","BARTON MALOW CONSTRUCTION COMPANY","0","0","1","0","23","7761","MI","SOUTHFIELD","48034"
"2020","HENRY FORD HEALTH SYSTEM","3","1","32","0","62","7020","MI","DETROIT","48202"
"2020","SPECTRUM HEALTH PRIMARY CARE PARTN","0","0","2","1","62","8164","MI","GRAND RAPIDS","49503"
"2020","ASCENSION ST JOHN HOSPITAL","0","0","1","0","62","9063","MI","GROSSE POINTE WOODS","48236"
"2020","VISITING NURSE SVCS OF WSTRN MI D/","1","0","0","0","62","9195","MI","GRAND RAPIDS","49504"
"2020","SPECTRUM HEALTH HOSPITALS","0","0","1","0","62","0529","MI","GRAND RAPIDS","49504"
"2020","UNIVERSITY OF DETROIT MERCY","0","0","2","1","61","0586","MI","DETROIT","48221"
"2020","SIENA HEIGHTS UNIV","0","0","1","0","61","6958","MI","ADRIAN","49221"
"2020","PINE REST CHRISTIAN MENTAL HLTH SE","0","0","1","0","62","8360","MI","GRAND RAPIDS","49501"
"2020","LAWRENCE TECHNOLOGICAL UNIVERSITY","1","0","0","0","61","9604","MI","SOUTHFIELD","48075"
"2020","OAKWOOD HEALTHCARE INC D/B/A BEAUM","0","0","2","0","62","5141","MI","TAYLOR","48180"
"2020","NSF INTERNATIONAL","1","0","3","0","54","8955","MI","ANN ARBOR","48105"
"2020","BRAZEWAY LLC","1","0","0","0","33","8692","MI","ADRIAN","49221"
"2020","WILLIAM BEAUMONT HOSPITAL","0","0","2","0","62","9362","MI","ROYAL OAK","48073"
"2020","OLIVET COLLEGE","0","0","2","0","61","9365","MI","OLIVET","49076"
"2020","WHIRLPOOL CORPORATION","4","0","20","1","33","0038","MI","BENTON HARBOR","49022"
"2020","KELLY SERVICES INC","11","2","20","1","56","0762","MI","TROY","48084"
"2020","PONTIAC COIL INC","0","1","0","0","33","5816","MI","CLARKSTON","48348"
"2020","L L PRODUCTS INC","0","0","2","0","32","7867","MI","ROMEO","48065"
"2020","FORD MOTOR CREDIT COMPANY LLC","0","0","3","0","33","2444","MI","DEARBORN","48126"
"2020","RGIS LLC","0","0","1","0","54","3459","MI","AUBURN HILLS","48326"
"2020","ANDREWS UNIVERSITY","1","0","1","0","61","7600","MI","BERRIEN SPRINGS","49104"
"2020","SANDOZ INC","1","0","1","0","99","8363","NJ","EAST HANOVER","07936"
"2020","JACKSON NATIONAL LIFE INSURANCE CO","0","0","1","0","52","9535","MI","LANSING","48951"
"2020","JACKSON NATIONAL LIFE INSURANCE CO","0","0","6","0","52","9835","MI","LANSING","48951"
"2020","GRAND VALLEY STATE UNIVERSITY","1","0","2","0","61","4280","MI","ALLENDALE","49401"
"2020","COMMUNITY SYSTEMS FOUNDATION","1","0","0","0","81","3461","MI","ANN ARBOR","48103"
"2020","ASH STEVENS LLC","0","0","1","0","32","5886","MI","RIVERVIEW","48193"
"2020","LITTLE CAESAR ENTERPRISES INC","0","0","1","0","31","0166","MI","DETROIT","48201"
"2020","ACE CONTROLS, INC.","0","0","1","0","33","4380","MI","FARMINGTON","48335"
"2020","ALTICOR INC","0","0","1","0","33","6548","MI","ADA","49355"
"2020","ALTICOR INC","0","0","2","0","33","6584","MI","ADA","49355"
"2020","X RITE INCORPORATED","0","0","1","0","33","7300","MI","GRAND RAPIDS","49512"
"2020","CARHARTT INC","0","0","2","0","31","6575","MI","DEARBORN","48126"
"2020","HATCH STAMPING COMPANY LLC","0","0","1","0","33","1598","MI","CHELSEA","48118"
"2020","WALKER PARKING CONSULTANTS/ENGINEE","1","0","0","0","54","2774","FL","TAMPA","33634"
"2020","DELTA DENTAL PLAN OF MICHIGAN INC","0","0","1","0","52","1480","MI","OKEMOS","48864"
"2020","SAGINAW VALLEY STATE UNIVERSITY","0","0","1","0","61","8800","MI","UNIVERSITY CENTER","48710"
"2020","GRAND RAPIDS FOAM TECHNOLOGIES","1","0","0","0","32","2836","MI","WYOMING","49519"
"2020","CONCORD TOOL & MANUFACTURING INC","1","0","0","0","54","2293","MI","MOUNT CLEMENS","48043"
"2020","ASAHI KASEI PLASTICS NORTH AMERICA","1","0","0","0","32","2563","MI","FOWLERVILLE","48836"
"2020","CEC CONTROLS COMPANY INC","2","0","0","0","33","6671","MI","WARREN","48088"
"2020","GRANDVILLE PRINTING CO INC","1","0","0","0","32","2255","MI","GRANDVILLE","49418"
"2020","ANDERSON DEVELOPMENT COMPANY","0","0","1","0","32","3213","MI","ADRIAN","49221"
"2020","CMU MEDICAL EDUCATION PARTNERS","0","0","1","0","62","0664","MI","SAGINAW","48602"
"2020","LAKE SUPERIOR STATE UNIV","1","0","0","0","61","0022","MI","SAULT SAINTE MARIE","49783"
"2020","NTH CONSULTANTS LTD","1","0","0","0","54","0747","MI","NORTHVILLE","48168"
"2020","PHYSICIAN ANESTHESIA SERVICE PC","1","0","0","0","62","4844","MI","LANSING","48912"
"2020","JABIL INC","0","0","8","1","33","6260","FL","SAINT PETERSBURG","33716"
"2020","JAC PRODUCTS INC","0","0","4","0","33","8757","MI","PONTIAC","48341"
"2020","THE REINALT THOMAS CORPORATION DBA","0","0","2","0","44","9682","AZ","SCOTTSDALE","85255"
"2020","TESTEK INC","1","0","1","1","54","4836","MI","WIXOM","48393"
"2020","S&B INDUSTRY INC","2","1","1","0","81","5876","TX","FORT WORTH","76177"
"2020","DE LAGE LANDEN FIN SERVICES INC","0","0","3","0","52","4500","PA","WAYNE","19087"
"2020","WM BOLTHOUSE FARMS INC","0","0","1","0","11","9570","CA","BAKERSFIELD","93307"
"2020","BEN WASHINGTON & SONS PLUMBING & H","1","0","0","0","99","5525","MI","DETROIT","48204"
"2020","DURR SYSTEMS INC","0","0","1","0","33","1423","MI","SOUTHFIELD","48033"
"2020","MCLAREN BAY REGION","0","0","0","1","62","6271","MI","BAY CITY","48708"
"2020","MANATRON INC","0","0","1","0","99","3228","MI","PORTAGE","49002"
"2020","CREDIT ACCEPTANCE CORPORATION","1","0","5","0","52","9511","MI","SOUTHFIELD","48034"
"2020","COMPUWARE CORPORATION","0","1","1","0","51","7430","MI","DETROIT","48226"
"2020","INLAND WATERS POLLUTION CONTROL","1","0","0","0","23","4780","MI","DETROIT","48210"
"2020","W A FOOTE MEMORIAL HOSP INC D/B/A","0","0","1","0","62","7689","MI","JACKSON","49201"
"2020","GENTEX CORP","1","0","0","0","33","0505","MI","ZEELAND","49464"
"2020","WEBASTO ROOF SYSTEMS INC","1","0","0","0","33","5775","MI","ROCHESTER HILLS","48309"
"2020","ENVOY AIR INC","0","0","1","0","48","6404","TX","IRVING","75063"
"2020","COLLINS EINHORN FARRELL PC","1","0","0","0","54","0178","MI","SOUTHFIELD","48075"
"2020","SHAPE CORP","0","0","1","0","33","0702","MI","GRAND HAVEN","49417"
"2020","BLUE CROSS BLUE SHIELD OF MICHIGAN","1","0","13","1","52","9753","MI","DETROIT","48226"
"2020","TREMEC CORPORATION","0","0","1","0","33","3753","MI","NOVI","48377"
"2020","HEALTHMARK INDUSTRIES CO INC","1","0","0","0","42","3977","MI","FRASER","48026"
"2020","DOWNRIVER COMMUNITY SVCS INC D/B/A","1","0","0","0","62","0825","MI","ALGONAC","48001"
"2020","ST MARY MERCY HOSP","1","0","0","0","62","3393","MI","LIVONIA","48154"
"2020","NHK INTERNATIONAL CORP","1","0","0","0","33","4089","MI","NOVI","48377"
"2020","URBAN SCIENCE APPLICATIONS INC","0","0","3","0","54","4622","MI","DETROIT","48243"
"2020","BROSE NORTH AMERICA INC","1","0","1","0","33","9164","MI","AUBURN HILLS","48326"
"2020","SHAH & ASSOCIATES INC","0","0","1","0","54","6042","MD","GAITHERSBURG","20877"
"2020","VIZIENT INC","0","0","1","0","55","2248","TX","IRVING","75062"
"2020","MAJOR CEMENT CO","0","0","1","0","23","4512","MI","DETROIT","48223"
"2020","STERLING AREA HEALTH CTR INC","1","0","0","0","62","5859","MI","STERLING","48659"
"2020","MAGNA SERVICES OF AMERICA INC","1","0","1","0","33","8685","MI","TROY","48098"
"2020","SMITHGROUP INC SUBSIDIARY","2","0","6","1","54","7428","MI","DETROIT","48226"
"2020","TATA TECHNOLOGIES INC","0","0","1","0","54","4508","MI","NOVI","48375"
"2020","COMAU LLC","0","0","1","0","33","6242","MI","SOUTHFIELD","48033"
"2020","SYNTEL INC","57","40","124","52","54","2018","MI","TROY","48083"
"2020","TTI GLOBAL INC","1","0","3","0","54","5067","MI","BLOOMFIELD HILLS","48304"
"2020","CLIPS AND CLAMPS INDUSTRIES","0","0","1","0","33","9386","MI","PLYMOUTH","48170"
"2020","PERCEPTRON INC","1","0","0","0","33","1442","MI","PLYMOUTH","48170"
"2020","EAST WEST INDUSTRIAL ENGRG CO INC","0","0","1","0","54","4853","MI","ANN ARBOR","48108"
"2020","CONTRACT PROFESSIONALS INC","0","1","0","0","56","5911","MI","WATERFORD","48329"
"2020","ACRO SERVICE CORPORATION","3","0","2","0","54","3629","MI","LIVONIA","48152"
"2020","ACRO SERVICE CORPORATION","1","2","3","0","56","3629","MI","LIVONIA","48152"
"2020","ENGINEERING TECH ASSOCIATES INC","4","0","8","0","54","8573","MI","TROY","48083"
"2020","MANN HUMMEL USA INC","0","0","1","0","33","8068","MI","PORTAGE","49002"
"2020","DESIGN SYSTEMS INC","1","0","0","0","54","3709","MI","FARMINGTON","48331"
"2020","SOTHEBYS INC","0","0","1","0","45","8406","NY","NEW YORK","10021"
"2020","VALIANT INTERNATIONAL INC","1","0","0","0","54","4462","MI","AUBURN HILLS","48326"
"2020","DANLAW INC","1","0","1","0","54","5987","MI","NOVI","48375"
"2020","SUN PHARMACEUTICALS INDUSTRIES INC","0","0","2","0","32","5723","NJ","PRINCETON","08540"
"2020","DOMINO S PIZZA INC","2","0","3","0","72","1577","MI","ANN ARBOR","48105"
"2020","COMPUTER & ENGINEERING SVCS INC D/","1","1","1","0","54","2681","MI","ROCHESTER","48309"
"2020","COMPUTER & ENGINEERING SVCS INC D/","4","0","1","0","54","2681","MI","ROCHESTER HILLS","48309"
"2020","EPITEC INC","15","10","31","5","54","3079","MI","SOUTHFIELD","48033"
"2020","EPITEC INC","0","0","1","0","56","3079","MI","SOUTHFIELD","48033"
"2020","INTEGRATED MGMT SYSTEMS INC","0","0","1","1","54","7881","MI","ANN ARBOR","48108"
"2020","TRITON INDUSTRIES INC","0","0","1","0","33","0949","MI","LANSING","48906"
"2020","ALTAIR ENGINEERING INC","8","0","9","0","54","1828","MI","TROY","48083"
"2020","SOFTECH INC","2","0","0","0","51","4885","MI","FARMINGTON","48334"
"2020","ONUR ULGEN INC","0","0","1","0","54","1735","MI","DEARBORN","48126"
"2020","WAR MEMORIAL HOSPITAL","0","0","2","0","62","2147","MI","SAULT SAINTE MARIE","49783"
"2020","QUICKEN LOANS INC","9","0","24","0","52","3955","MI","DETROIT","48226"
"2020","RYOBI DIE CASTING USA INC","0","0","1","0","33","4602","IN","SHELBYVILLE","46176"
"2020","CSC COVANSYS CORPORATION","1","0","10","3","54","6945","TX","PLANO","75024"
"2020","CSC COVANSYS CORPORATION","0","0","20","7","54","6945","TX","RICHARDSON","75080"
"2020","CSC COVANSYS CORPORATION","0","0","2","0","54","6945","VA","MC LEAN","22102"
"2020","CSC COVANSYS CORPORATION","0","0","3","1","54","6945","VA","TYSONS","22102"
"2020","SYSTEMS TECHNOLOGY GROUP INC","5","3","36","0","54","2369","MI","TROY","48084"
"2020","THAI SUMMIT AMERICA CORPORATION","2","0","1","0","33","7507","MI","HOWELL","48843"
"2020","MAGNA SEATING OF AMERICA INC","2","0","0","0","33","8294","MI","NOVI","48377"
"2020","HARLEY ELLIS DEVEREAUX CORPORATION","3","0","0","0","54","5558","CA","LOS ANGELES","90017"
"2020","DENSO INTERNATIONAL AMERICA INC","2","0","2","0","33","1421","MI","SOUTHFIELD","48033"
"2020","HYUNDAI AMERICA TECHNICAL CTR INC","0","0","1","0","54","0894","MI","YPSILANTI","48198"
"2020","GRACE HEALTH INC","0","0","1","0","62","9075","MI","BATTLE CREEK","49037"
"2020","OPTIMAL CAE INC","1","3","5","1","54","4098","MI","PLYMOUTH","48170"
"2020","FLAGSTAR BANK FSB","2","0","4","0","52","4984","MI","TROY","48098"
"2020","PAX INTERNATIONAL COMPANY INC","0","0","1","0","54","5906","MI","ROCHESTER","48309"
"2020","PAX INTERNATIONAL COMPANY INC","0","0","0","1","54","5906","MI","ROCHESTER HILLS","48309"
"2020","UNIQUE SYSTEMS DESIGN INC","0","0","1","0","54","6129","MI","BLOOMFIELD HILLS","48302"
"2020","UNITED SHORE FINANCIAL SVCS LLC","0","0","1","0","33","0395","MI","PONTIAC","48341"
"2020","UNITED SHORE FINANCIAL SVCS LLC","2","0","4","0","52","0395","MI","PONTIAC","48341"
"2020","VALASSIS COMMUNICATIONS INC","0","0","3","0","54","0940","MI","LIVONIA","48152"
"2020","DETROIT DIESEL CORPORATION","3","0","2","0","33","2033","MI","DETROIT","48239"
"2020","DETROIT DIESEL CORPORATION","1","0","1","0","33","2033","MI","REDFORD","48239"
"2020","STEFANINI INC","1","0","4","0","54","4613","MI","SOUTHFIELD","48034"
"2020","G TECH SERVICES INC","0","0","0","1","54","6874","MI","DEARBORN","48126"
"2020","G TECH SERVICES INC","1","0","3","0","56","6874","MI","DEARBORN","48126"
"2020","NYX LLC","1","0","0","0","32","6132","MI","LIVONIA","48150"
"2020","COMMONWEALTH ASSOCIATES INC","0","0","1","0","54","9676","MI","JACKSON","49202"
"2020","RICARDO INC","1","0","1","0","54","3470","MI","BELLEVILLE","48111"
"2020","FREUDENBERG NOK GNRL PARTNERSHIP","2","1","3","0","32","8208","MI","PLYMOUTH","48170"
"2020","RELIABLE ANALYSIS INC","1","0","0","0","54","5812","MI","MADISON HEIGHTS","48071"
"2020","ESCALENT INC","0","0","1","0","54","2316","MI","LIVONIA","48152"
"2020","MUNRO & ASSOCIATES INC","2","0","1","0","54","6422","MI","AUBURN HILLS","48326"
"2020","KAWASAKI ROBOTICS USA INC","0","0","2","0","33","6390","MI","WIXOM","48393"
"2020","JDM SYSTEMS CONSULTANTS INC","1","0","0","0","54","8834","MI","FARMINGTON","48334"
"2020","IMRA AMERICA INC","0","0","1","0","54","1648","MI","ANN ARBOR","48105"
"2020","HORIZON GLOBAL AMERICAS INC","1","1","1","0","33","5446","MI","PLYMOUTH","48170"
"2020","STERLING COMPUTER CONSULTANTS INC","1","0","0","0","54","8781","MI","TROY","48084"
"2020","HOLCIM US INC","1","0","0","0","32","3735","IL","CHICAGO","60631"
"2020","OMNEX ENGINEERING & MANAGEMENT INC","0","1","0","0","54","8721","MI","ANN ARBOR","48108"
"2020","RESOURCE TECH CORP DBA BRIGHTWING","7","0","0","0","56","9323","MI","TROY","48083"
"2020","MICHIGAN PUBLIC HEALTH INSTITUTE","1","0","0","0","92","3835","MI","OKEMOS","48864"
"2020","ESI NORTH AMERICA INC","0","0","1","0","54","8224","MI","FARMINGTON HILLS","48334"
"2020","MCLAREN MEDICAL GROUP","1","0","0","0","62","8086","MI","FLINT","48532"
"2020","DSPACE INC","0","0","1","0","54","4628","MI","WIXOM","48393"
"2020","MICHIGAN THERAPY INSTITUTE","0","0","1","0","62","6644","MI","WARREN","48092"
"2020","ABRAHAM REAL ESTATE INC","0","0","1","0","53","7629","MI","LANSING","48933"
"2020","DETROIT DIESEL REMANUFACTURING LLC","0","0","1","0","33","3403","MI","REDFORD","48239"
"2020","PAC PROJECT ADVISORS INTL LTD","1","0","0","0","54","0130","MI","TROY","48084"
"2020","TRACTION ON DEMAND US INC","1","0","1","0","54","3363","TX","HOUSTON","77070"
"2020","EVERGREEN ORIENTAL INC","0","0","1","0","72","7035","MI","ANN ARBOR","48105"
"2020","WILLIAM DAVIDSON INSTITUTE AT THE","0","0","1","0","54","8086","MI","ANN ARBOR","48109"
"2020","HTC GLOBAL SERVICES INC","0","0","68","6","54","6583","MI","TROY","48084"
"2020","NORTH AMERICA BANCARD LLC","1","0","0","0","52","4400","MI","TROY","48083"
"2020","FANUC AMERICA CORPORATION","2","0","0","0","33","7354","IL","HOFFMAN ESTATES","60192"
"2020","FANUC AMERICA CORPORATION","1","0","0","0","54","7354","MI","ROCHESTER","48309"
"2020","FANUC AMERICA CORPORATION","1","0","0","0","54","7354","MI","ROCHESTER HILLS","48309"
"2020","V I ENGRG INC DBA KONRAD TECH INC","0","0","1","0","33","8763","MI","FARMINGTON HILLS","48331"
"2020","LAKELAND IMMEDIATE CARE CTR D/B/A","1","0","0","0","62","2107","MI","CASSOPOLIS","49031"
"2020","GRUPO ANTOLIN NORTH AMERICA INC","1","0","1","0","33","6358","MI","AUBURN HILLS","48326"
"2020","GRUPO ANTOLIN NORTH AMERICA INC","0","0","1","0","54","6358","MI","AUBURN HILLS","48326"
"2020","BENTELER AUTOMOTIVE HOLLAND INC","1","0","0","0","33","5020","MI","AUBURN HILLS","48326"
"2020","ANTONE CASAGRANDE & ADWERS P C","1","0","0","0","54","0021","MI","FARMINGTON HILLS","48334"
"2020","ARCHENTS INC","1","0","2","0","99","9575","OH","DUBLIN","43017"
"2020","INTERPRO INC","0","0","6","1","56","6631","MI","KEEGO HARBOR","48320"
"2020","AMERICAN AXLE MANUFACTURING INC","0","0","5","0","33","8388","MI","DETROIT","48211"
"2020","AMT SERVICES INC","1","0","0","0","54","1264","MI","LAKE ORION","48359"
"2020","AMT SERVICES INC","1","0","0","1","54","1264","MI","ORION","48359"
"2020","COMPUTER CONSULTANTS OF AMERICA IN","1","0","1","0","54","5344","MI","BLOOMFIELD HILLS","48302"
"2020","HOME PRO CARE INC","1","0","0","0","62","8121","MI","FARMINGTON","48334"
"2020","MECHATRONICS INC","0","0","1","0","54","9462","MI","NORTHVILLE","48167"
"2020","DETROIT ENGINEERED PRODUCTS INC","7","2","6","0","54","2776","MI","TROY","48085"
"2020","ASCENSION MEDICAL GROUP PROMED DBA","0","0","1","0","62","3801","MI","KALAMAZOO","49048"
"2020","FRAUNHOFER USA INC","0","0","1","0","54","3030","MI","PLYMOUTH","48170"
"2020","GREAT LAKES HOME HEALTH SERVICES I","0","0","1","0","62","6511","TX","ADDISON","75001"
"2020","ACCIDENT FUND INSURANCE CO OF AM","0","0","1","0","52","7001","MI","LANSING","48933"
"2020","DIMENSIONAL CONTROL SYSTEMS INC","2","0","0","0","54","1218","MI","TROY","48098"
"2020","ORION SYSTEMS INC","0","0","1","0","54","1876","MI","SALINE","48176"
"2020","PARAMOUNT TECHNOLOGIES INC D/B/A P","1","0","0","0","51","4510","MI","WALLED LAKE","48390"
"2020","VED SOFTWARE SERVICES INC","5","0","0","0","54","9281","MI","FARMINGTON","48331"
"2020","VED SOFTWARE SERVICES INC","1","0","4","1","54","9281","MI","FARMINGTON HILLS","48331"
"2020","LOGIC SOLUTIONS INC","1","0","0","0","54","0684","MI","ANN ARBOR","48105"
"2020","SPECTRUM HEALTH CONTINUING CARE D/","0","0","1","0","62","2232","MI","GRAND RAPIDS","49504"
"2020","MIRACLE SOFTWARE SYSTEMS INC","17","1","47","4","54","6847","MI","NOVI","48374"
"2020","MIRACLE SOFTWARE SYSTEMS INC","0","0","1","0","54","6874","MI","NOVI","48374"
"2020","QUALITY BEHAVIORAL HEALTH INC","0","0","1","0","62","9358","MI","DETROIT","48207"
"2020","PETERSON JIG AND FIXTURE INC DBA","0","0","1","0","33","2257","MI","ROCKFORD","49341"
"2020","SENCOM INC","3","1","0","0","54","2452","MI","NORTHVILLE","48168"
"2020","TECHNOSOFT CORPORATION","7","4","44","3","54","1169","MI","SOUTHFIELD","48076"
"2020","MANDO AMERICA CORPORATION","0","0","2","0","33","4493","AL","OPELIKA","36801"
"2020","YOUNGSOFT INC","1","0","9","1","54","4599","MI","WIXOM","48393"
"2020","GLOBAL INFORMATION SYSTEMS INC","0","2","1","0","54","4694","MI","LIVONIA","48152"
"2020","VIRTUAL SYSTEMS SOLUTIONS INC DBA","0","0","2","0","54","9300","MI","FARMINGTON","48335"
"2020","VIRTUAL SYSTEMS SOLUTIONS INC DBA","2","0","1","0","54","9300","MI","FARMINGTON HILLS","48335"
"2020","ARBOR RESEARCH COLLABORATIVE FOR H","0","0","1","0","54","9521","MI","ANN ARBOR","48104"
"2020","AMERISOFT CORPORATION","0","2","0","1","54","1328","MI","FARMINGTON HILLS","48334"
"2020","COMPUTECH CORPORATION","2","2","7","0","54","7011","MI","DETROIT","48202"
"2020","INFORMATION DATA SYSTEMS INC","1","0","0","0","54","8919","MI","TROY","48098"
"2020","OAKLAND PHYSICAL THERAPY HAND","0","0","1","0","62","8951","MI","SOUTHFIELD","48075"
"2020","IMAGESOFT INC","0","0","1","0","54","4929","MI","SOUTHFIELD","48034"
"2020","DIRECT STAFF INC","1","0","0","0","54","5424","MI","STERLING HEIGHTS","48313"
"2020","MILLENNIUM SOFTWARE INC","2","0","4","0","54","6472","MI","SOUTHFIELD","48075"
"2020","IHA HEALTH SERVICES CORP","0","0","1","0","62","6559","MI","ANN ARBOR","48106"
"2020","TRILOGY INTERNATIONAL","2","1","4","1","54","7204","MI","REDFORD","48239"
"2020","COMERICA MANAGEMENT COMPANY","0","0","9","0","52","7682","MI","AUBURN HILLS","48326"
"2020","DAKO RESOURCES INC DBA THE DAKO","1","0","2","0","54","2128","MI","TROY","48084"
"2020","PMA CONSULTANTS LLC","0","0","5","0","23","7768","MI","ANN ARBOR","48104"
"2020","KWANG JIN AMERICA INC","0","1","0","0","33","8745","MI","WARREN","48091"
"2020","BETA CAE SYSTEMS USA INC","1","2","1","0","51","4111","MI","FARMINGTON HILLS","48334"
"2020","SYSTEL INC","1","0","0","2","54","4302","GA","ALPHARETTA","30005"
"2020","HP AND ASSOCIATES PC","0","0","1","0","54","4800","MI","FARMINGTON HILLS","48334"
"2020","UNIVERSITY PEDIATRICIANS","0","0","1","0","62","6414","MI","DETROIT","48201"
"2020","J RETTENMAIER USA LP","0","1","0","0","31","1253","MI","SCHOOLCRAFT","49087"
"2020","RAPID GLOBAL BUSINESS SOLUTIONS IN","1","2","2","0","54","1344","MI","TROY","48083"
"2020","COMPUSOFT INTEGRATED SOLUTIONS INC","1","0","3","1","54","2490","MI","FARMINGTON","48334"
"2020","COMPUSOFT INTEGRATED SOLUTIONS INC","0","0","3","2","54","2490","MI","FARMINGTON HILLS","48334"
"2020","ASG RENAISSANCE","1","0","0","0","54","3255","MI","DEARBORN","48124"
"2020","SPARTANNASH ASSOCIATES LLC","0","0","2","0","99","6484","MI","BYRON CENTER","49315"
"2020","VECTOR NORTH AMERICA INC","0","0","2","0","54","1209","MI","NOVI","48375"
"2020","SARAS AMERICA INC","0","0","1","0","54","3827","MI","FARMINGTON HILLS","48335"
"2020","MERITOR INC","1","0","2","0","99","4643","MI","TROY","48084"
"2020","FDI GROUP","1","0","0","0","54","8136","MI","NOVI","48375"
"2020","FAURECIA INTERIOR SYSTEMS INC","0","0","1","0","33","2941","MI","AUBURN HILLS","48326"
"2020","CENTROID SYSTEMS INC","0","0","3","0","54","6128","MI","TROY","48084"
"2020","EPIC EQUIPMENT & ENGINEERING INC","0","1","0","0","33","8234","MI","UTICA","48315"
"2020","AUTO CLUB SERVICES INC","0","0","2","0","52","0446","FL","TAMPA","33634"
"2020","AUTO CLUB SERVICES INC","0","0","1","0","52","0446","MI","DEARBORN","48126"
"2020","IMETRIS CORPORATION","1","0","6","0","54","0482","MI","SALINE","48176"
"2020","MERITOR HEAVY VEHICLE SYSTEMS LLC","2","0","3","0","33","1768","MI","TROY","48084"
"2020","INNOVATIVE CONSULTING SOLUTIONS LL","1","5","6","2","54","4137","IL","SCHAUMBURG","60195"
"2020","DELTA INFO SYSTEMS INC","1","0","0","0","54","5980","GA","ALPHARETTA","30005"
"2020","DATA SOLUTIONS INC","3","2","4","1","54","8666","MI","WIXOM","48393"
"2020","ADIENT US LLC","2","0","7","0","33","0735","MI","PLYMOUTH","48170"
"2020","SPECTRUM HEALTH SYSTEM","1","1","0","0","62","2353","MI","GRAND RAPIDS","49503"
"2020","SPECTRUM HEALTH SYSTEM","1","0","3","0","62","2353","MI","GRAND RAPIDS","49504"
"2020","TATA TECHNOLOGIES INC","0","0","1","0","54","4508","IN","INDIANAPOLIS","46202"
"2020","TATA TECHNOLOGIES INC","0","0","1","0","54","4508","IN","RICHMOND","47375"
"2020","TATA TECHNOLOGIES INC","0","0","3","0","54","4508","MI","DETROIT","48202"
"2020","TATA TECHNOLOGIES INC","11","6","13","3","54","4508","MI","NOVI","48375"
"2020","CONTINENTAL AUTOMOTIVE SYSTEMS INC","0","0","8","0","33","8409","MI","AUBURN HILLS","48326"
"2020","PRINCE TECHNOLOGY SOLUTIONS","1","0","0","0","54","9029","MI","UTICA","48315"
"2020","TECRA SYSTEMS INC","0","0","2","0","54","9614","TX","AUSTIN","78759"
"2020","DECHEN CONSULTING GROUP INC","3","0","2","0","54","6451","MI","FARMINGTON","48335"
"2020","DECHEN CONSULTING GROUP INC","0","0","9","0","54","6451","MI","FARMINGTON HILLS","48335"
